label,text
drama,"Friction develops between American and British troops stationed in India during World War II and culminates in physical outbreaks between the troops when, in 1944, American 2nd Lieutenant Winston (Keenan Wynn) shoots unarmed British Staff Sergeant Quinn (Bill Mitchell) multiple times seemingly without provocation before 11 witnesses. American General Kempton (Barry Sullivan) assigns Lieutenant Colonel Barney Adams (Robert Mitchum) to defend Winston at his court-martial because, even though everyone thinks it is an open-and-shut case, the general wants Adams to put up a vigorous defense to make it clear that the verdict is not simply a sop to reduce tensions between the two armies before a major offensive against the real enemy. Adams later finds out that Winston's brother-in-law, a Congressman, has been applying pressure.
The Army Lunacy Commission has found Winston fit and sane. However, Adams is informed by nurse Kate Davray (France Nuyen) that Colonel Burton (Alexander Knox), who headed the lunacy commission, refused to accept the report of the hospital's psychiatric head, Major Kaufman (Sam Wanamaker), who believes Winston is a psychopath. Burton is anxious to have Winston convicted and hanged to patch the strained relations between the two forces. Adams instructs Kaufman to bring his report to the trial, but when Burton is informed of this order he transfers Kaufman to a distant hospital. Adams visits British Major Kensington (Trevor Howard), a qualified psychiatrist who also considers Winston to be psychopathic but has been warned not to interfere. Kensington believes Winston killed Quinn out of a feeling of victimization because Quinn, a sergeant, had the same duties as Winston, a lieutenant.
Winston, in an interview with Adams, raves that he killed Quinn for defiling the white race by consorting with a black woman. Though he despises Winston, Adams refuses to rig the trial, and he holds back his defense, waiting for Kaufman to arrive as a witness. When he learns that Kaufman has been killed in an accident on the way to the trial, Adams calls Kensington to the stand after establishing that no member of the lunacy commission is a qualified psychiatrist. As Kensington describes Winston's mental illness to the court, Winston cracks and begins raving. Adams wins his case and spends a few days of peace and happiness with nurse Davray before leaving the area. The friction between the troops is eased, and they prepare to enter battle in complete unity."
drama,"Young Nell (Chandler) loses her job and home and her father is sent to prison. She joins the Salvation Army and tries to redeem him when he comes out of prison, bent on continuing his life of crime."
drama,"The film opens at the ruins of an old haveli in Calcutta, where a group of labourers are busy pulling down what remains. When the workers break off for lunch, the overseer (Guru Dutt) wanders through the haveli. As he sits at a place, there begins a flashback to the end of the 19th century.
The lower-class and educated Bhoothnath arrives in colonial Calcutta looking for work. He lives in the grand haveli of the Choudhurys, a family of zamindars with his brother-in-law. He works at the Mohini Sindoor factory run by Subinay Babu (Nazir Hussain), a dedicated member of the Brahmo Samaj. Subinay Babu's daughter Jaba (Waheeda Rehman) is amused by Bhoothnath, whom she considers an unsophisticated rustic. Bhoothnath becomes fascinated with the goings-on in the haveli and every night observes the decadent lifestyle of the Choudhury brothers.
One night, the servant, Bansi (Dhumal), takes Bhoothnath to meet the younger zamindar's (Rehman) wife Chhoti Bahu (Meena Kumari), who implores him to bring her Mohini Sindoor, believing it will keep her unfaithful husband home. Bhoothnath is struck by her beauty and sadness and inadvertently becomes Chhoti Bahu's secret confidante. A bomb explodes in the marketplace and Bhoothnath is injured in the ensuing crossfire between freedom fighters and British soldiers. Jaba looks after him.
Chhoti Bahu's repeated attempts to appease her husband fail until she becomes his drinking companion to keep him by her side. Jaba's marriage is finalised with Supavitra (a member of Bramho Samaj), but after her father's death she declines the marriage. Bhoothnath becomes a architect trainee and goes away to work on a training project. After his return, he finds the haveli in partial ruins. Chhoti Bahu is now a desperate alcoholic and her husband is paralysed. Meanwhile, he learns that he and Jaba were betrothed as children. One night, Chhoti Bahu asks Bhoothnath to accompany her to a nearby shrine to pray for her ailing husband. Their conversation is overheard by the elder zamindar, Majhle Babu (Sapru), who suspects that Chhoti Bahu is having an affair with Bhootnath (though actually it was not the case). He orders his henchmen to chase them. As Bhoothnath and Chhoti Bahu travel in the carriage, it is stopped by the henchmen. Bhoothnath is knocked unconscious and Chhoti Bahu is abducted. When he wakes up in hospital, Bhoothnath is told that Chhoti Bahu has disappeared and the younger zamindar is dead. The flashback ends.
Bhoothnath's workers inform him a skeleton is found buried in the ruins of the haveli. From the jewellery on the corpse, Bhoothnath realises it is the remains of Chhoti Bahu.
The last scene shows a nostalgic Bhoothnath riding away on a carriage with Jaba, who is now his wife. In this, the filmed version departs significantly from the novel, where Jaba and Bhoothnath do not get a happy ending.
The film also depicts the decline of the old landed zamindari families of Bengal during the late 19th century."
drama,"Through the course of the film, several flashbacks are shown involving the Skuggs brothers, including (in the beginning of the film) the drug-overdose death of their mother Ella (Khandi Alexander), the non-fatal shooting of their drug-addicted musician father, Arthur Romello ""A.R."" Skuggs (Clarence Williams III) (ultimately at the hands of the man they would later work for—Gus Molino (Abe Vigoda), and a scene where Roemello is offered a full scholarship to Georgetown. Roemello, as a teenager (Dulé Hill) avenges his father’s shooting by shooting and killing Sal Marconi (Raymond Serra), Gus’s cousin. After contemplating for a while, Roemello decides to quit dealing and start a new life with his girlfriend, Melissa (Theresa Randle), to the disdain of Raynathan, who is scared and hesitant to leave the drug game. However, Roemello learns that getting out is nowhere near as easy as getting in.
A series of events lead up to Roemello's eventual departure from the drug game, such as the death of his best friend, Ricky Goggles (Steve Harris) at the hands of an up-and-coming Brooklyn drug dealer and former boxing champion, Lolly Jonas (Ernie Hudson). The Skuggs brothers and their associates find Ricky’s burned body hanging from the side of a neighborhood apartment building. They later go after and then kill Tony Adamo, one of the other men responsible for Ricky Goggles’ death. Because of this, an eventual street war starts off between The Skuggs crew and Lolly’s organization.
Melissa becomes more hesitant of being involved with Roemello, because of his lifestyle. After learning of the death of an aspiring teenage “stick-up kid”, Kymie (Donald Faison) in Roemello’s neighborhood (Kymie, in fact, saves Roemello’s life in a drive-in shooting by Lolly’s people), she decides to break off with Roemello and would have one date with an abusive basketball star, Mark Doby (Vondie Curtis Hall). After an episode where Mark physically abused Melissa, she eventually returns to Roemello and they begin to make plans to leave New York City.
Before Roemello and Melissa depart for North Carolina, they stop by to visit A.R. However, upon arriving at A.R.’s apartment, they find him dead of a drug overdose. Raynathan gave A.R. the heroin that would eventually kill him, with Raynathan’s reasoning being that he wanted “put him out of his misery”. Raynathan is found across the street, coming out of Gus’ restaurant, where he gunned down Gus, Lolly, and Harry, Gus’s son.
Roemello tells Raynathan what happened to A.R., but Raynathan accepts responsibility of their father’s death. After seeing Melissa waiting for Roemello, Raynathan fires his gun at her, and the brothers proceed to fight each other, with Raynathan accidentally shoots Roemello. Realizing this, Raynathan panics and shoots himself in the stomach, taking his own life.
Roemello and Melissa, sometime later, do move to North Carolina, where they have a young son, but Roemello is found in a wheelchair, likely paralyzed from the waist down (though the extent of the paralysis is not fully explained), however he is enjoying family life."
drama,"Ravichandran plays a dual role of Father - son. While Seetha pairs up for the father role, Sadha pairs for the son role."
drama,"The Duke of Chartres is in love with Princess Henriette, but she seemingly wants nothing to do with him. Eventually he grows tired of her insults and flees to England when Louis XV insists that the two marry. He goes undercover as Monsieur Beaucaire, the barber of the French Ambassador, and finds that he enjoys the freedom of a commoner’s life. After catching the Duke of Winterset cheating at cards, he forces him to introduce him as a nobleman to Lady Mary, with whom he has become infatuated. When Lady Mary is led to believe that the Duke of Chartres is merely a barber she loses interest in him. She eventually learns that he is a nobleman after all and tries to win him back, but the Duke of Chartres opts to return to France and Princess Henriette who now returns his affection."
comedy,"In 1987, James Brennan plans to have a summer vacation in Europe after graduating with a comparative literature degree from Oberlin College and to attend a journalism graduate school at Columbia University when his holidays end. A few days after his graduation, his parents advise him to seek a part-time job rather than going to Europe when they unexpectedly announce that financial problems have taken a toll on them and they would be unable to financially support him.
James gets a job at Adventureland, a local amusement park in his hometown of Pittsburgh, Pennsylvania, where his childhood friend Tommy Frigo works. Assistant manager Bobby assigns James to the games area. He meets his co-workers: sarcastic Joel; Bobby's wife and park manager Paulette; Sue O'Malley; Mark; the alluring Lisa P.; and the park's technician, Mike Connell, a part-time musician. Another games worker, Emily ""Em"" Lewin, saves James from being stabbed by a lying, cheating customer.
With her father and stepmother away, Em throws a party and gets to know James. During the conversation, Em persuades James to join her in the house's swimming pool. After Em leaves the pool, James follows only to jump back into the water in humiliation when Frigo announces to the partygoers that he saw James having an erection while leaving the pool. After the party, Connell, who has been having an affair with Em, comes over to further pursue it.
Later that week, James gives Em his mixtape of ""J's Favorite Bummer Songs"" and asks her out for a drink. At the Stardust Lounge she is surprised to learn James has never had sex. They listen to his mixtape and share a first kiss on the way home. The following day, James tells Connell about his strong feelings for Em, which Connell reports to her. Em tells James she wants to take things slow due to problems in her life, leaving James confused and upset. Sue drunkenly makes out with Joel, but rejects him the next day, saying her Catholic parents would not allow her to date a Jew. Outraged, Em calls Sue an anti-Semite in front of other staff members in defense of Joel. Lisa P. asks James on a date, but he has mixed feelings because of his relationship with Em. After Connell talks him into going, he accepts Lisa P.'s offer.
After the date, during which Lisa and James kiss, James learns Em had called to say she regrets having rejected his feelings. Joel later sees James and Em walking together and, irritated by the chain of events, quits. James unsuccessfully tries to talk him out of it, and Joel reveals he's angry at James for dating Lisa P. when James is already in love with Em. James tells Em about going out with Lisa P. After hearing of this, Em goes to Connell's mother's home to end their affair. The park's mentally challenged parking attendant, prompted by Tommy, tells James he saw Em and Connell doing ""pushups without any pants on"" in the back of Connell's car.
James goes to Connell's mother's house, which is where Lisa P. told him Connell takes girls to have sex and sees Em leaving. Shocked to see James, Em becomes tongue-tied. James leaves angrily, and Em cries. James tells Lisa P. about the affair and asks her not to tell anyone, but she tells her friend Kelly. Upon noticing that all the park employees know, Em quits and moves back to New York. A heartbroken James drunkenly crashes his father's car into a tree and passes out. The next morning, his mother angrily wakes him up and tells him he has to pay to repair it with his summer earnings. On top of that, James' friend from Oberlin, Eric who he had initially planned on moving to New York with, calls to let him know that he will not be going to Columbia and instead will be attending Harvard Business School, thus canceling their living arrangements.
Now, without enough money for graduate school or a place to live, James nonetheless heads to New York City with his parents' blessing and waits outside Em's apartment in the rain. She is reluctant to talk to him, feeling she has ruined everything. James tells her he sees her in a different way than she sees herself. Touched, Em brings James up to her apartment. James reveals he would rather attend Columbia University next year. He gets out of his wet clothes and Em offers him an Adventureland T-shirt to change into. They kiss and begin to take their clothes off. James asks, ""Are we doing this?"", and Em says, ""I think so."""
drama,"Scott (Desi Arnaz, Jr.) and the couple John (Robert Carradine) and Suzie (Melanie Griffith) leave their jobs in California, and take their car on a ferry to Alaska with some saved money and dreams of making an easy fortune salmon fishing. Upon arriving, they enter a bar and the two men start slamming local hooch until they get drunk. Suzie meets an older man working for the oil pipeline who says he can get all three of them a job. The older man gives Suzie his card while Scott and John sleep off their drunkenness. The next morning, they find their car has been broken into and robbed. Desperate for money, the two men land pipeline jobs with the older man's help, Suzy gets a waitressing job. They walk out of a food market with a shopping cart of unpaid-for meat while it is being robbed.
Scott goes to a bar and meets Cindy (Anne Lockhart), but gets turned off when Cindy asks Scott for money to go home with her. Scott then buys three pistols, and all three spend the day improving their shooting abilities. Suzie tells John that they are back in the same lives they had in California. Scott pulls a gun on his coworkers to stop them from robbing the pipeline of equipment. Scott is fired and John is threatened off his job the next day. Suzie quits her job after being groped once too often by her employer. All three are forced out of their apartment. Cindy finds Scott at the bar again, buys him a beer, and says he does not have to pay for it. When Scott pulls Cindy into the back seat of a car for some fun, two guys from the pipeline pull Scott out of the car and beat him up while Cindy runs off. Scott's former boss Sanders (Tom Ligon) lets him know he is responsible for the beating.
The three are down to eating dog food and resort to selling their car to survive. Scott and John steal Sander's car, take it for a joyride, and end up totaling it at a garbage dump. The two men then go back to the bar and win enough money at a peeing contest to buy a 1957 Pontiac. Also among the winnings is an endorsed payroll check from the pipeline. Because the payroll office refuses to cash this check, they rob the office at gunpoint and then use Cindy, who is coincidentally there as a hostage to escape the police. They switch from the stolen robbery car to their purchased 1957 Pontiac, which gets a flat tire and has no spare. While getting it fixed, they learn Cindy is a pipeline worker and they offer $5000 for her safe return. After aborting a forced abandonment of Cindy, they shoot a bear for food, then gag and tie Cindy up in the car while riding a ferry. Scott removes Cindy's gag and she says they should ransom her off for $300,000, which Scott talks the others into doing. After Scott calls the pipeline company with a ransom demand, all four break into a house and party naked in its hot tub. They instruct the pipeline representative with the money to deposit it in an open railroad car which starts to move immediately after the representative puts the money inside. The representative follows the train which results in a car chase and pistol shots through the window when he spots them picking up the money, but they escape by flipping the representative's car during the chase. After switching from a stolen car to their purchased 1957 Pontiac, they abandon Cindy at a police station. Knowing the police know the serial numbers of the $300,000, they do not spend any of it and get a job melting scrap metal.
After John catches Scott showering with Susie, he gets mad, dumps groceries on the bed to let them know that he knows, and then steals a camera while being caught on surveillance tape. John throws some of the stolen money at the shop owner, who then tries to choke him as he drives away. John tries to leave alone, but all three reconcile and they all drive away together. John is still angry, so he pulls over and has a shoving match with Scott on the highway, while almost getting hit by a passing car. Abandoning their 1957 Pontiac for another stolen car, they run a U.S./Canada border checkpoint after they think that the officer has recognized them. After running a road block and surviving a shotgun blast through a window, they drive into the Canadian mountains where their car runs out of gas. John and Susie sleep the night in the car, while Scott goes in search of another vehicle. Scott succeeds, but John appears to have died from exposure. Luckily, Scott is able to slap John awake and he, John and Susie drive away in the newly stolen truck, talking of a better future as the credits roll."
comedy,"Charlie Bellow, a polite, kind-hearted young man, hopes he will one day secure a managerial position with the Tiller King agricultural company, where his father works as a maintenance mechanic. When he starts business school in New York City, he hears news that his cousin has suddenly died. His friend suggests that they play a game in which they say whether they would sleep with any of the women they see while sitting in the park, which is where Charlie sees Jordan for the first time, but leaves to meet his grieving aunt who wants to set him up with someone. On the subway platform, Charlie sees Jordan drunkenly leaning over the guard rail and saves her from being hit by an oncoming train. Taking responsibility for the drunken, blacked-out girl, he sobers her up and begins a relationship with her over several weeks. While becoming fascinated with Jordan, he soon comes face-to-face with her volatile personality and learns more about her past through wild, drunken dates. Among other things, Jordan tells Charlie that her fiancé recently left her, tells a Tiller King representative she is pregnant with Charlie's child, sabotages Charlie's job interview with another Tiller King representative, and gives a piano recital where she asks him to bring her a single red rose and pushes him into the sea – and then saves him. Despite this, Charlie begins to fall in love with Jordan but clashes with her father, who believes Charlie is responsible for her erratic behavior. Because of this, Jordan begins to drift away from Charlie.
A few months later, Jordan asks Charlie to meet her in Central Park to exchange unopened love letters to bury in a time capsule, and to meet at the same place on the same day of the following year to read them. After parting ways at a train station, Charlie spends the next year preparing for when they will meet again but when the day arrives, Jordan does not meet him at the tree. Reading her letter, he learns that on the day they met, her fiancé suddenly committed suicide with little explanation and that he reminded Jordan of him. The letter further explains that Charlie and Jordan's time together was a prolonged reenactment of her relationship with her fiancé. She writes that her absence at the tree means she has not yet healed from her loss, but it does not mean that she doesn't love him. Charlie's letter in turn tells Jordan she is the only woman he will ever love and says that he believes he is destined to be with her.
Some time later, Jordan meets with her ex-fiancé's mother at a restaurant, who she remained close with after his death. The mother explains that she has been trying to set Jordan up with another young man for quite some time, and she has arranged for the two to meet today. As she begins to describe him, Charlie walks into the restaurant, revealing that Charlie's cousin was Jordan's fiancé. Charlie and Jordan share their first kiss, and he narrates that we all need to help destiny in shaping our lives."
drama,"The different parts of Pulitzer Prize winner C.K. Williams' life told through his poems. Flashbacks of his childhood, his teens, college years, to when he meets and marries his wife, Catherine (Kunis) and the birth of his children and parenthood. The film is narrated by different versions of Williams (Franco, Hopper, March, Unger), depicting the different aspects of Williams through the years.[1]"
drama,"Jack Ryan (Ryan O'Neal) is a Vietnam veteran with a criminal record who is employed as a migrant laborer on a California produce farm. When Camacho, one of his Mexican co-workers, tries to knife him during a softball game, Jack hits him in the face with a baseball bat. Jack is thrown in jail, but sprung out by the unscrupulous owner of the farm, Ray Ritchie (James Daly) and his head foreman, Bob Rodgers (Robert Webber) because they need to get the crop in on time and don't want any trouble with the police and the workers. However, they fire Jack, and Rodgers advises Jack to get out of town because otherwise Camacho will surely come looking for him once he is out of the hospital.
En route to the migrant camp to collect his gear, Jack meets the beautiful Nancy Barker (Leigh Taylor-Young, then O'Neal's wife), the secretary and mistress to Mr. Ritchie. Sam Mirakian (Van Heflin), a local justice-of-the-peace who has taken a liking to Jack, offers him a job as a handyman. Jack accepts the offer, a decision which earns him Rodgers' anger. Meanwhile, the volatile and scheming Nancy is bored by her current lot in life and wishes to move on. She tries to seduce Rodgers but when Jack stands up to him, his defiance impresses her and she sets her sights on Jack instead.
Jack has a one-night stand with a divorcee and single mother Joanne (Lee Grant) who is staying at the motel where Jack works. Joanne wishes their relationship to develop but Jack stalls her since he has his eye on Nancy now. Nancy and Jack have several nighttime escapades along the beach, during which she displays her penchant for antisocial and disruptive behavior such as vandalism and breaking and entering. They soon become lovers. When Mr. Ritchie asks Nancy to sleep with a senator presumably in exchange for some favor to his business, Nancy decides that she has had it and sets the next part of her plan in motion.
Nancy asks Jack to help her rob Ritchie's safe in his house which allegedly has more than $50,000 ($333,700 today) of payroll money for the Mexican migrant workers. That night, when a couple of unruly men hassle Nancy, she spitefully runs them off the road, injuring them. Jack tells her that the heist is off since Rodgers has seen them both together and also because he has become distrustful of Nancy due to her erratic and unstable behavior. But when Nancy threatens to go to the police and blame him for the accident (they were in the car together at that time), he reluctantly agrees to her plan to rob the house that night.
Jack returns to the motel to find that Joanne has committed suicide due to the problems with her ex-husband and her current boyfriend. Jack comforts her daughter Cheryl.
That night, Nancy waits for Jack to come over. When she sees someone come in, she pulls out a concealed gun and shoots him dead. The intruder turns out to be Camacho who had come in to settle scores with Jack. When Jack comes in, sees the situation and questions Nancy, he correctly deduces that she intended to murder him simply because she thought it would be fun. Nancy decides to pretend to the police that Camacho intended to harm her and hence she shot him in self-defence. To strengthen her version of events, she goes on a destructive spree through the house.
Nancy ends up being exonerated for her crimes in Mirakian's court, presumably because of her story as well as the fact that she is a minor. Jack decides to leave town. While hitchhiking on the highway, he comes across Nancy who offers him a lift. Jack refuses, saying that since it's a nice day, he'd rather walk."
drama,"During World War I, a professional thief known as The Lone Wolf (Henry B. Walthall) is assigned to steal a cylinder with important information from behind the German lines and bring it to Allied intelligence headquarters. However, German agents set out to stop him, headed by the dreaded Eckstrom (Lon Chaney), the man who was responsible for slaughtering the Lone Wolf's sister and her family."
drama,"Amalgamated Pictures is seeking new stars for its motion pictures. Talent scout Thomas Brooke hits the road, looking for newcomers to bring back for screen tests, hopefully to impress the studio's boss, Dane Wharton.
Brooke discovers a football player in Arizona who can sing, Bud Borden, and a talented Texas singer, Mary Andrews. On a visit to Arkansas, his presence is discovered by aspiring actress Carolyn Sayres, who schemes to get Brooke to take an interest in her. He does, at least until he finds out she's still a bit too young.
Everyone travels to Hollywood for screen tests and a visit to Grauman's Chinese Theater, where they get a kick out of the footprints of movie stars embedded in the cement. Brooke encounters the casting director's own new find, June Lawrence, a singer. He clashes with the studio, which offers a contract only to Mary and sends his other discoveries home.
Carolyn doesn't take no for an answer and comes back. Brooke now gets in her corner and schemes to insert footage from her screen test into a theater's newsreel. The next thing they all know, Carolyn is not only a star, Grauman's is inviting her to be immortalized in cement."
comedy,"Andy Brewster (Seth Rogen) is a UCLA-graduate organic chemist and inventor. He is attempting to get his environmentally friendly cleaning product, ScieoClean, in a major retail store. However, each retail store he visits dismisses him before he can end his pitch. After a disappointing sales pitch to K-Mart, he visits his mother, Joyce Brewster (Barbra Streisand), in New Jersey before leaving on a cross-country trip to Las Vegas, lying to her that his pitch ended well so she won't worry about him. While there she reveals to him that he was named after a boy she fell in love with in Florida named Andrew Margolis, whom she hoped would object to her marriage with Andy's father. However, he never did and she felt that she never mattered to him afterwards. After a little research, he finds Andrew Margolis is still alive and unmarried living in San Francisco. He invites his unknowing mother on the trip, claiming he wants to spend some time with her.
The road trip quickly becomes hard for Andy as his mother continues to intervene in his life. After their car breaks down in Tennessee, Joyce calls Andy's ex-girlfriend Jessica (Yvonne Strahovski), whom Joyce insists Andy should get back together with, to pick them up. At a pregnant and married Jessica's house she reveals that Andy proposed to her before college and she turned him down, shocking Joyce, who believed Andy had trouble proposing to women. Andy is glum afterward and Joyce apologizes for calling Jessica, which Andy half-heartedly accepts. In Texas, Andy has a meeting with Costco executive Ryan McFeer (Brandon Keener) however Joyce stays at the meeting and criticizes the products bottling and name along with Ryan to the point that Andy snaps at him. At the motel that night a depressed Andy begins drinking and Joyce attempts to make up with him however Andy snaps at her, only to have Joyce snap back and leave for a nearby bar. Later Andy attempts to retrieve his mother but gets in a fight with a bar patron who attempts to stop her from leaving, receiving a black eye in the process.
At a steak restaurant the next day the two exchange apologies and Andy reveals that he is failing at selling ScieoClean. Joyce enters a steak eating challenge where she is noticed by cowboy-styled businessman Ben Graw (Brett Cullen), who gives her tips on eating and helps her finish the challenge. Afterwards he reveals he does a lot of business in New Jersey and asks her to dinner. Joyce, who has never been in a relationship after Andy's dad died when he was eight, balks at the offer so Ben merely leaves his number and asks her to call if she reconsiders.
Andy and Joyce begin to genuinely enjoy each other's company after, taking time out of their trip to visit the Grand Canyon (which Joyce has always wanted to visit) and having many other adventures.
At Las Vegas, Joyce has such a good time that she asks Andy to leave her while he visits San Francisco, forcing him to reveal that there is no sales pitch in San Francisco and he only invited her to get her to meet Andrew Margolis. Joyce is very distraught as she believed Andy invited her because he actually wanted to spend time with her. He goes to make his pitch at the Home Shopping Network but finds that his science-fact based pitch bores the network's executives and makes them uninterested. He then sees Joyce in the filming crew and takes her advice by appealing to the Network's host family safety and drinking his own product, proving that it is organic and safe for children. Afterwards the Network CEO approaches him and shows genuine interest in selling ScieoClean on the Network. Later, a jubilant Andy and Joyce decide to visit Andrew Margolis's house.
However, when they arrive they are informed by Andrew's son, Andrew Margolis Jr. (Adam Scott) (whom Andy mistakenly researched instead of the father) that his father died five years ago. After seeing Joyce's grief he invites them inside, where he learns that his father and Joyce were close. She asks if Andrew's father ever mentioned her, but he says he never did as he only confided personal information to their mother, who is away. However he then introduces his sister (Ari Graynor), who is named Joyce after Andy's mom. Joyce is overjoyed by this as she had previously stated her belief that you name your children after someone you cherished and want to remember. This shatters her belief that she didn't matter to Andrew and makes her overjoyed.
Afterwards they part ways at the San Francisco Airport; Andy to make his next sales pitch and Joyce back to New Jersey, where she arranges a date with Ben Graw. The two leave content and much closer than they had been."
comedy,"The plot revolves around a series of couples in Monte Carlo, Monaco. Augie Morosco (John Candy) is a reformed gambler whose wife Elena Morosco (Ornella Muti) (playing a similar character to her role in Oscar) is concluding a business deal, Neil Schwary (James Belushi) is a gambler looking to strike it big and whose wife Marilyn Schwary (Cybill Shepherd) is hoping to buy some designer clothes. Julian Peters (Richard Lewis) and Phoebe (Sean Young) met each other in Rome and are attempting to return a dachshund to the wealthy Madam Van Dougan.
Madam Van Dougan is found murdered and the interactions between Julian and Phoebe and the other couples begin to look increasingly suspicious, as Inspector Bonnard (Giancarlo Giannini) needs to unravel the clues. Over the course of the film, Augie returns to gambling, Elena has an affair and Julian sells and repurchases the dog."
drama,"The film tells the story of Nazneen, who grew up in rural Bangladesh, in the district of Mymensingh.[3] At 17 she has an arranged marriage to Chanu Ahmed, who is twice her age. They soon move to Brick Lane in London, the centre of the British Bengali community.[4] She leaves behind her sister and her family home.
Married to a man she does not love, Nazneen lives vicariously through the letters she receives from her sister about her carefree life. The film picks up the story after Nazneen and her husband have lived in a small flat for 16 years and been raising 2 daughters.
Nazneen becomes filled with desire for a young, good-looking clothing worker named Karim who visits her flat, and they have an affair.[5] The movie takes place following the 9/11 attacks on the United States by al-Qaeda, and reflects a period of heightened racial tensions in Britain as well.[6] The Bangladeshi Muslim community was becoming increasingly religious, as reflected in the character of Karim."
